gene,SRR33374996,SRR33375001,SRR33374995,SRR33374999,SRR33374997,SRR33375000
5S_RRNA,5.212,0.0,0.0,0.0,0.0,0.0
5_8S_RRNA,0.0,0.0,0.0,0.0,0.0,0.0
7SK,139.039,645.195,2.0,1348.551,0.0,0.0
A1BG,186.36900000000003,150.076,168.553,307.08799999999997,304.77599999999995,282.764
A1BG-AS1,326.0,299.038,360.0,298.998,209.999,301.0
A1CF,0.0,0.0,0.0,0.0,0.0,0.0
A2M,0.0,3.0,1.0,4.0,1.0,3.0
A2M-AS1,0.0,3.0,2.0,1.0,0.0,0.0
A2ML1,1.0,2.0,2.0,0.0,0.0,0.0
A2ML1-AS1,1.0,0.0,0.0,0.0,0.0,0.0
A2ML1-AS2,0.0,1.995,0.0,1.953,0.0,0.0
A2MP1,0.0,0.0,0.0,0.0,0.0,0.0
A3GALT2,0.0,0.0,1.0,1.0,0.0,0.0
A4GALT,0.0,0.0,0.0,0.0,0.979,1.0
A4GNT,0.0,0.0,0.0,0.0,0.0,0.0
AA06,0.0,0.0,0.0,0.0,0.0,0.0
AAAS,2719.9550000000004,2367.83,2752.111,1785.999,1511.299,1556.951
AACS,1338.015,1278.9270000000001,1437.482,964.039,771.663,757.632
AACSP1,0.0,1.0,1.0,2.0,3.0,0.0
AADAC,0.0,0.0,0.0,0.0,0.0,0.0
AADACL2,0.0,0.0,0.0,0.0,0.0,0.0
AADACL2-AS1,0.0,0.0,0.994,1.0,0.0,0.0
AADACL3,0.0,0.0,0.0,0.0,0.0,0.0
AADACL4,0.0,0.0,0.0,0.0,0.0,0.0
AADACP1,0.0,0.0,0.0,0.0,0.0,0.0
AADAT,943.088,985.0,1148.434,848.001,679.204,611.0
AAGAB,4308.808,4594.001,4994.036,1598.001,1293.025,1310.868
AAK1,4256.938,4807.857,5070.513999999999,3102.731,2268.844,2163.989
AAMDC,426.90000000000003,401.18100000000004,413.362,428.615,349.96599999999995,318.0
AAMP,4811.991,4432.85,5283.072,3193.917,2477.883,2745.7090000000003
AANAT,8.0,5.0,0.0,1.0,4.0,0.0
AAR2,2500.438,2298.979,2630.997,2093.6090000000004,1759.792,1776.146
AARD,53.715,52.138000000000005,65.001,40.622,31.001,42.047
AARS1,7677.026,7679.36,8299.57,5294.962,4408.895,4543.162
AARS1P1,0.0,0.0,0.0,0.0,0.0,0.0
AARS2,2539.11,2332.372,2647.163,2141.219,1663.309,1825.156
AARSD1,940.415,847.9359999999999,1021.3389999999999,1018.206,813.229,771.2850000000001
AARSD1P1,10.238,7.294,16.364,4.809,5.22,3.315
AASDH,605.567,598.002,714.0,719.999,539.0010000000001,452.0
AASDHPPT,2751.674,2908.126,3147.745,3058.9999999999995,2034.5230000000001,1868.116
AASS,84.157,81.337,101.922,48.349000000000004,22.358,32.897
AATBC,1.0,0.0,0.0,1.0,0.0,0.0
AATF,3459.611,3184.242,3614.3599999999997,2581.1150000000002,1929.269,2009.247
AATK,1428.834,1280.204,1474.618,1763.0,1436.081,1642.39
ABALON,0.0,0.0,0.0,0.0,0.0,0.0
ABAT,5414.041000000001,4911.183,5559.603999999999,5674.144,4382.763,4108.457
ABCA1,5.0,2.0,6.0,24.0,21.0,27.0
ABCA10,1.001,1.0,2.03,0.0,0.0,5.0
ABCA11P,332.938,277.213,253.104,96.32300000000001,130.35,84.507
ABCA12,622.8779999999999,581.0,639.218,464.0,346.0,346.0
ABCA13,1.001,5.012,1.8900000000000001,0.0,2.963,0.0
ABCA15P,0.0,0.0,0.0,0.0,0.0,0.0
ABCA17P,15.999,17.000999999999998,9.001000000000001,21.999,3.0,8.0
ABCA2,5893.592000000001,5041.714,5773.524,9282.904,7496.045,8368.361
ABCA3,8120.9439999999995,7664.293,8627.624,8474.997000000001,6879.96,7173.750999999999
ABCA3P1,0.0,0.0,0.0,0.0,0.0,0.0
ABCA4,1.0,0.0,1.0,4.0,9.0,5.0
ABCA5,78.0,98.999,119.0,129.998,58.08,51.158
ABCA6,1.006,4.0,4.0,0.0,0.957,1.0
ABCA7,357.999,291.463,335.002,269.0,178.0,196.074
ABCA8,1.954,1.995,6.614,0.0,1.005,0.0
ABCA9,2.254,2.121,6.051,0.0,3.94,0.0
ABCA9-AS1,0.0,0.0,0.0,0.0,0.0,0.0
ABCB1,10487.301000000001,10886.389000000001,11493.429,11230.600999999999,8458.213,8112.329000000001
ABCB10,1060.896,1139.807,1134.266,893.781,655.9770000000001,680.875
ABCB10P1,16.174,25.545,40.533,14.432,8.869,7.692
ABCB10P3,17.935,0.0,22.527,10.574,0.0,7.844
ABCB10P4,22.557,26.648,23.513,15.213,13.154,9.59
ABCB11,22.331,33.59,22.642,22.892,18.164,21.275
ABCB4,837.612,863.739,926.152,1179.776,931.5899999999999,838.3100000000001
ABCB5,6.6499999999999995,3.027,7.029,2.0,1.0,0.0
ABCB6,2097.451,1940.206,2184.242,2359.672,1969.3429999999998,2065.405
ABCB7,1038.594,1020.744,1064.421,1139.237,937.214,909.271
ABCB8,2091.414,1852.78,2098.229,1537.0020000000002,1442.782,1463.018
ABCB9,134.785,121.092,108.042,299.13300000000004,270.286,255.998
ABCC1,6188.088,6287.532,7090.906999999999,6235.395,5057.004,5255.741
ABCC10,1051.2749999999999,966.9339999999999,1144.719,876.343,742.903,766.832
ABCC11,18.0,6.0,6.0,8.998999999999999,5.0,1.0
ABCC12,2.0,0.0,0.0,0.0,0.0,1.0
ABCC13,0.0,1.791,0.0,0.0,0.0,1.0
ABCC2,27.0,21.045,16.0,18.001,11.0,11.0
ABCC3,10.113,7.024,15.559999999999999,12.157,14.04,7.0
ABCC4,2330.433,2368.562,2597.366,2367.759,1652.8629999999998,1568.0169999999998
ABCC5,2972.604,2850.615,3102.094,4036.93,3346.716,3149.355
ABCC5-AS1,0.0,0.0,0.0,0.0,0.0,0.0
ABCC6,46.377,62.608999999999995,66.941,81.602,58.218999999999994,41.882
ABCC6P1,28.421999999999997,31.576,30.548,23.938,15.899,11.423
ABCC6P2,28.81,31.671999999999997,40.907000000000004,18.151,17.883000000000003,10.691
ABCC8,156.00300000000001,128.556,138.0,270.003,159.001,221.964
ABCC9,126.819,102.084,134.28799999999998,205.33499999999998,166.864,135.857
ABCD1,1408.981,1210.8419999999999,1417.0,659.0,559.613,565.0
ABCD1P2,0.0,0.0,0.0,0.0,0.0,0.0
ABCD1P3,0.0,0.0,0.0,0.0,0.0,0.0
ABCD1P4,0.0,0.0,0.0,0.0,0.0,0.0
ABCD1P5,0.0,0.0,0.0,0.0,0.0,0.0
ABCD2,3066.954,3105.706,3439.634,3213.716,2351.302,2115.889
ABCD3,3660.766,3897.448,4295.999000000001,3413.001,2361.162,2070.802
ABCD4,1189.34,1129.166,1258.754,1435.646,1154.513,1194.205
ABCE1,4353.435,4631.563,4928.013,4155.205,2937.857,2597.8289999999997
ABCF1,7419.731000000001,7311.112999999999,7691.463,5762.872,5010.386,4942.407
ABCF2,3654.247,3521.4660000000003,4126.695000000001,2650.281,2163.797,2295.319
ABCF2-H2BK1,2660.544,2797.445,2574.057,2233.719,1769.369,1818.795
ABCF2P1,0.0,0.0,0.0,0.0,0.0,0.0
ABCF2P2,0.0,0.0,0.0,0.0,0.0,0.0
ABCF3,1490.662,1454.242,1665.107,1633.9989999999998,1271.856,1360.655
ABCG1,539.024,354.0,395.606,1784.0710000000001,1467.636,1420.683
ABCG2,0.0,0.0,0.0,0.0,0.0,0.0
ABCG4,25.0,31.0,32.0,81.0,96.0,66.0
ABCG5,0.0,1.0,0.0,5.0,0.0,0.0
ABCG8,5.001,8.663,6.166,14.058,6.011,8.007
ABHD1,76.02,63.378,67.038,163.559,124.301,95.018
ABHD10,1235.0000000000002,1252.0640000000003,1328.229,1095.0,787.999,742.011
ABHD11,541.448,511.06100000000004,612.365,530.879,444.447,472.66900000000004
ABHD12,1935.1200000000001,1940.362,2056.591,1899.795,1623.717,1605.0500000000002
ABHD12B,16.075,11.302,2.0,2.0,4.0,1.0
ABHD13,456.0,543.0,604.0,684.0,520.0,382.001
ABHD14A,565.684,397.79699999999997,541.422,650.223,552.475,565.3879999999999
ABHD14A-ACY1,49.154,149.258,46.667,99.63399999999999,60.394999999999996,74.06
ABHD14B,422.0,397.001,489.309,1307.9850000000001,1125.4569999999999,1139.382
ABHD15,258.342,237.043,340.666,417.808,327.0,344.598
ABHD15-AS1,0.0,0.0,0.0,0.0,0.0,0.0
ABHD16A,1128.396,1169.0,1197.4009999999998,1315.977,1017.209,1143.823
ABHD16B,6.0,1.0,5.0,1.0,0.0,0.0
ABHD17A,2717.9829999999997,2277.4829999999997,2708.026,2737.0,2178.967,2517.6730000000002
ABHD17AP1,0.0,0.0,0.0,0.0,0.0,0.0
ABHD17AP3,0.0,1.027,0.0,0.0,0.0,0.0
ABHD17AP4,0.0,0.0,0.0,0.0,0.0,1.023
ABHD17AP5,0.0,0.0,0.0,0.0,0.0,0.0
ABHD17AP6,0.0,0.0,0.0,0.0,0.0,0.0
ABHD17AP7,0.0,0.0,0.0,0.0,0.0,0.0
ABHD17AP8,0.0,0.0,0.0,0.0,0.0,0.0
ABHD17AP9,0.0,0.0,0.0,0.0,0.0,0.0
ABHD17B,910.698,885.375,916.802,871.0060000000001,585.253,657.0
ABHD17C,406.0,386.0,518.0,557.0,372.992,345.06500000000005
ABHD18,354.31899999999996,311.683,394.643,422.849,359.28499999999997,304.476
ABHD2,15212.885,16161.757000000001,17567.28,11826.022,9235.347,9073.910000000002
ABHD3,353.00100000000003,358.108,372.99899999999997,303.101,204.0,217.0
ABHD4,279.213,254.0,313.001,508.001,395.30899999999997,386.00100000000003
ABHD5,2189.7110000000002,2407.5190000000002,2459.384,1142.0,809.9639999999999,691.018
ABHD6,358.837,426.99999999999994,428.0,708.528,571.018,545.0
ABHD8,858.0,860.038,920.711,876.5759999999999,714.019,785.0
ABI1,1395.5240000000001,1528.417,1574.835,1577.0,1150.202,1167.782
ABI1P1,0.0,0.0,0.0,0.0,0.0,0.0
ABI2,10030.912,10750.564,11327.469,8659.576000000001,6721.372,6380.85
ABI3,0.0,0.0,0.0,0.0,0.0,0.0
ABI3BP,16.0,15.0,22.177,5.0,4.031000000000001,5.0
ABITRAM,465.0,476.0,538.0,730.001,494.383,441.1
ABITRAMP1,0.0,0.0,0.0,0.0,0.0,0.0
ABL1,9406.283,8696.401,9715.603,7063.762000000001,5906.433999999999,6488.291
ABL2,5246.896,5701.058,6239.352,3681.721,2871.928,2861.876
ABLIM1,13408.773,13950.875,14963.082,9301.051,7236.298000000001,7077.586
ABLIM2,204.001,207.00099999999998,224.0,138.001,111.0,113.0
ABLIM3,58.0,52.0,58.0,68.0,37.0,39.0
ABO,0.0,5.0,1.0,2.0,1.0,0.0
ABR,9968.969000000001,9489.6,10298.217,9784.001,7928.601,8368.422
ABR-AS1,7.907,5.862,9.647,10.627,8.012,2.194
ABRA,0.0,0.0,0.0,4.0,0.0,0.0
ABRACL,467.649,514.985,575.0,315.0,205.0,173.0
ABRAXAS1,395.678,392.674,399.639,714.024,496.018,417.341
ABRAXAS1P1,0.0,0.0,0.0,0.0,0.0,0.0
ABRAXAS1P2,1.033,4.241,0.0,0.0,1.01,2.0
ABRAXAS2,1243.621,1331.132,1409.074,1255.0,869.002,833.0
ABT1,1222.993,1133.0,1250.978,1396.0,1213.985,1283.844
ABT1P1,0.0,1.0,0.0,0.0,0.0,0.0
ABTB1,218.0,187.14800000000002,192.0,374.145,304.001,305.001
ABTB2,746.0,636.0,681.0,236.0,172.0,207.0
ABTB3,146.001,144.0,126.0,272.0,206.0,300.999
ACAA1,999.154,821.84,966.383,802.0010000000001,618.321,696.212
ACAA2,5714.742,5700.346,6459.905000000001,4575.1050000000005,3826.792,3441.381
ACAA2P1,4.174,0.0,1.024,2.053,2.075,1.015
ACACA,8705.984,7979.7570000000005,9306.453,6386.009,5235.989,5266.893
ACACB,1387.393,1460.197,1586.663,1066.979,879.082,882.225
ACAD10,979.749,971.393,1014.727,1386.543,1098.281,1133.901
ACAD11,828.6030000000001,830.47,869.1370000000001,914.851,691.437,643.036
ACAD8,1093.914,932.0,1222.562,1067.3039999999999,932.001,981.9979999999999
ACAD9,1739.182,1823.445,2144.106,1378.029,1229.0890000000002,1152.3
ACAD9-DT,156.091,129.04500000000002,169.488,100.392,79.71000000000001,73.001
ACADL,29.951999999999998,39.865,38.86,16.914,14.077,0.0
ACADM,2160.784,2271.594,2211.88,2258.2470000000003,1817.9579999999999,1681.833
ACADS,209.0,179.999,207.0,340.50100000000003,240.0,317.99999999999994
ACADSB,1064.262,1220.843,1198.124,1659.082,1375.743,1301.758
ACADVL,5029.539000000001,4542.025,5110.107,4881.91,3967.594,4057.451
ACAN,0.0,2.058,1.044,0.0,1.0,3.0
ACAP1,14.082,13.949,12.0,33.065,25.0,36.001
ACAP2,1875.181,1905.941,2025.928,1657.913,1283.5089999999998,1121.087
ACAP2-IT1,1.0,1.0,3.0,0.0,3.0,0.0
ACAP3,3919.055,3289.683,4032.636,3597.6349999999998,2807.065,3079.7470000000003
ACAT1,4030.872,4060.025,4253.923000000001,5115.035,4136.177,3610.1730000000002
ACAT2,3568.6220000000003,3482.93,4024.834,1679.0,1299.001,1254.0
ACBD3,2790.885,2932.13,2977.7819999999997,2746.958,2163.041,1929.334
ACBD3-AS1,10.0,12.0,6.0,5.0,11.0,9.0
ACBD4,63.001000000000005,66.003,61.013,197.002,144.002,169.999
ACBD5,2099.009,2087.243,2250.9030000000002,3214.35,2386.442,2334.372
ACBD6,2875.871,2811.315,3097.9049999999997,2731.1220000000003,2197.001,2113.277
ACBD7,751.091,791.706,781.817,352.073,247.737,218.432
ACCS,281.404,235.963,311.0,328.999,261.577,236.00099999999998
ACCSL,4.0,3.0,2.0,13.0,5.0,16.0
ACCSLP1,0.0,0.0,0.0,0.0,0.0,0.0
ACD,1453.728,1445.637,1573.783,1062.001,862.332,938.997
ACE,921.366,795.674,952.973,1314.078,1023.677,983.388
ACE2,3.684,7.679,13.62,7.000000000000001,4.239,0.0
ACE2-DT,0.0,0.0,0.0,0.0,0.0,0.0
ACE3P,0.0,0.0,0.0,0.0,0.0,0.0
ACER1,3.014,6.036,4.062,4.0,0.0,0.0
ACER2,153.0,164.0,168.0,186.0,144.0,141.0
ACER2P1,0.0,0.0,0.0,0.0,0.0,0.0
ACER3,1461.194,1547.219,1811.234,1234.329,881.656,825.0459999999999
ACHE,175.0,178.0,162.001,301.0,253.002,244.0
ACIN1,10211.633,9477.074,10401.801,6384.926,5140.742,5462.407999999999
ACKR1,0.0,0.0,0.0,0.0,0.0,0.0
ACKR2,17.301,21.08,18.001,24.002,9.001,9.0
ACKR3,0.0,0.0,0.0,0.0,0.0,0.0
ACKR4,0.0,0.0,0.0,0.0,0.0,0.0
ACKR4P1,0.0,0.0,0.0,0.0,0.0,0.0
ACLY,22903.252,21916.364,24090.252,23855.193,19486.287,20337.049
ACMSD,0.0,1.0,5.0,1.0,0.0,0.0
ACNATP,0.0,0.0,0.0,0.0,0.0,0.0
ACO1,1485.075,1428.026,1525.449,1589.177,1203.076,1197.026
ACO2,3487.389,3236.831,3707.266,3812.815,2901.248,3105.286
ACO2P1,0.0,0.0,0.0,0.0,0.0,0.0
ACO2P2,0.0,0.0,0.0,0.0,0.0,0.0
ACOD1,0.0,0.0,0.0,0.0,0.0,0.0
ACOT1,246.561,238.178,257.993,147.783,152.716,214.316
ACOT11,385.7,380.444,368.401,90.97800000000001,76.521,85.032
ACOT12,1.0,1.0,0.0,0.0,0.0,4.0
ACOT13,1042.99,1005.867,1097.993,771.073,593.356,483.001
ACOT2,867.439,884.823,898.006,863.217,612.894,655.208
ACOT4,0.0,8.0,0.0,8.0,0.0,0.0
ACOT6,0.0,1.0,0.0,0.0,0.0,0.0
ACOT7,7651.277999999999,7018.63,8111.112,4335.957,3482.0739999999996,3654.246
ACOT8,507.98299999999995,498.001,556.427,586.0,509.404,524.999
ACOT9,1358.8809999999999,1308.1789999999999,1496.391,1009.656,846.628,789.0269999999999
ACOX1,3182.108,3174.325,3512.4829999999997,2386.971,1778.811,1901.571
ACOX2,0.0,1.0,0.0,2.0,4.0,1.0
ACOX3,569.189,522.001,638.0,713.0,555.0360000000001,592.6569999999999
ACOXL,3.0,3.0,2.0,0.0,2.0,0.0
ACOXL-AS1,16.0,12.0,16.0,69.0,39.0,33.0
ACP1,4896.746,5093.996,5614.379,4560.51,3347.622,3242.413
ACP2,1414.066,1359.9499999999998,1466.9379999999999,1088.071,972.992,999.001
ACP3,2.0,3.0,1.0,2.0,0.0,3.0
ACP4,0.0,0.0,0.0,0.0,0.0,0.0
ACP5,7.507,14.565,4.015,10.004999999999999,3.0,5.01
ACP6,317.833,260.027,302.848,292.0,257.293,296.991
ACP7,4.0,7.015,11.107,9.011,7.0,4.0
ACR,2.0,0.0,10.0,27.167,10.0,11.0
ACRBP,9.0,9.0,21.0,21.0,26.0,20.0
ACRP1,0.0,0.0,0.0,0.0,0.0,0.0
ACRV1,1.0,0.0,0.0,0.0,0.0,0.0
ACSBG1,9.048,11.0,2.101,3.0,2.012,1.002
ACSBG2,0.0,0.0,0.0,1.0,0.0,0.0
ACSF2,508.002,456.764,509.00000000000006,633.0,552.0,512.011
ACSF3,1287.787,1215.273,1406.895,999.6189999999999,729.47,800.935
ACSL1,2967.9990000000003,2879.0679999999998,3328.6670000000004,3214.001,2511.971,2545.5299999999997
ACSL3,3860.367,3717.816,4183.872,3235.005,2192.783,2196.34
ACSL3-AS1,0.0,0.0,0.0,0.0,0.0,0.0
ACSL3P1,0.0,0.0,0.0,0.0,0.0,0.0
ACSL4,1678.905,1664.4050000000002,1855.9,1455.999,1097.7949999999998,901.005
ACSL5,0.0,0.0,0.0,0.0,0.0,0.0
ACSL6,117.82900000000001,141.28199999999998,136.286,252.741,189.09,182.033
ACSL6-AS1,0.0,0.0,0.0,0.0,0.0,0.0
ACSM1,0.0,0.0,0.0,0.0,0.0,0.0
ACSM2A,3.107,5.0,7.979,0.0,1.978,0.0
ACSM2B,1.996,0.0,2.983,0.0,0.0,0.0
ACSM3,2.0,3.0,6.0,3.0,0.0,2.0
ACSM4,0.0,0.0,0.0,0.0,1.0,1.0
ACSM5,0.0,0.0,0.0,0.0,0.0,0.0
ACSM5P1,0.0,0.0,0.0,0.0,0.0,0.0
ACSM6,0.0,0.0,0.0,0.0,0.0,0.0
ACSS1,0.0,0.0,3.01,0.0,0.0,0.0
ACSS2,1486.677,1499.999,1628.5720000000001,1264.0010000000002,1085.997,960.0129999999999
ACSS3,1.0,0.0,2.0,1.0,0.0,0.0
ACTA1,6.003,5.004,7.0040000000000004,0.0,8.004,0.0
ACTA2,267.179,201.99900000000002,292.731,225.091,175.0,178.999
ACTA2-AS1,7.0,16.0,5.0,0.0,1.0,2.0
ACTB,175294.92500000002,173638.10199999998,184713.26,84433.754,70207.15,74226.68000000001
ACTBL2,0.0,0.0,0.0,0.0,0.0,0.0
ACTBP1,0.0,0.0,1.0,0.0,0.0,0.0
ACTBP11,0.0,0.0,0.0,0.0,1.0,0.0
ACTBP12,0.0,0.0,0.0,0.0,0.0,0.0
ACTBP14,0.0,2.0,0.0,0.0,1.0,0.0
ACTBP15,1.0,0.0,2.001,3.001,1.0,0.0
ACTBP16,2.001,0.0,0.0,0.0,0.0,0.0
ACTBP2,9.1,2.024,3.031,2.014,0.0,1.005
ACTBP4,0.0,1.0,0.0,0.0,0.0,0.0
ACTBP6,0.0,0.0,0.0,0.0,0.0,0.0
ACTBP7,0.0,2.001,3.001,1.0,0.0,1.0
ACTBP8,0.0,0.0,0.0,0.0,0.0,0.0
ACTBP9,0.0,0.0,1.0,1.0,0.0,1.0
ACTC1,1.541,0.0,0.0,0.0,0.0,0.0
ACTE1P,22.14,15.537,21.106,30.901,14.743,9.486
ACTG1,65212.093,68247.488,71535.364,54131.218,43378.751,46298.179
ACTG1P1,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P10,0.0,4.049,4.012,0.0,0.0,0.0
ACTG1P12,1.0,1.0,0.0,0.0,0.0,0.0
ACTG1P13,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P14,1.0,0.0,6.0,3.0,1.0,2.0
ACTG1P15,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P16,0.0,0.0,2.0,0.0,0.0,0.0
ACTG1P17,19.887999999999998,29.858,28.895,41.027,31.829,36.165
ACTG1P18,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P19,0.0,1.0,0.0,0.0,0.0,0.0
ACTG1P2,1.0,0.0,0.0,1.0,0.0,0.0
ACTG1P20,33.278,28.245,36.088,18.047,22.096,20.012
ACTG1P21,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P22,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P23,0.0,0.0,1.0,0.0,0.0,0.0
ACTG1P24,2.0,8.0,7.0,7.0,4.0,0.0
ACTG1P25,147.201,172.799,174.918,100.094,69.753,87.126
ACTG1P3,2.0,2.0,9.0,6.001,3.0,4.0
ACTG1P4,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P9,2.046,6.544,3.006,2.985,2.0,1.0
ACTG2,2.0,4.0,2.0,1.0,0.0,2.0
ACTL10,57.0,53.0,50.0,63.0,52.0,61.0
ACTL11P,3.143,6.005,5.051,1.001,2.0,6.419
ACTL6A,3537.924,3722.407,3863.304,3062.583,2453.521,2404.043
ACTL6B,1819.7669999999998,1729.008,2029.337,1218.0,997.145,1051.0249999999999
ACTL7A,0.0,0.0,0.0,0.0,0.0,0.0
ACTL7B,0.0,0.0,0.0,0.0,0.0,3.0
ACTL8,14.0,10.0,10.0,12.0,0.0,4.0
ACTL9,0.0,0.0,0.0,0.0,0.0,0.0
ACTMAP,595.343,478.53400000000005,592.169,944.2170000000001,813.9760000000001,866.0000000000001
ACTN1,7327.139999999999,7115.954,7636.534,6096.276,4982.575,5214.915
ACTN1-DT,0.0,0.0,0.0,4.0,0.0,0.0
ACTN2,108.001,106.997,123.32400000000001,161.019,158.088,147.999
ACTN3,0.0,1.0,0.0,0.0,2.0,1.0
ACTN4,7001.258,6141.104,7040.74,5819.218,4554.76,4934.537
ACTN4P1,1.007,0.0,0.0,0.0,0.0,0.0
ACTN4P2,0.0,0.0,0.0,0.0,0.0,0.0
ACTP1,0.0,0.0,0.0,0.0,0.0,0.0
ACTR10,1664.46,1872.64,1857.213,1924.991,1400.96,1391.367
ACTR1A,9469.542000000001,8915.586,10053.471,4699.987,3776.43,3992.993
ACTR1AP1,1.0,0.0,0.0,0.0,0.0,0.0
ACTR1B,1408.885,1286.011,1378.454,2002.0,1653.8,1720.252
ACTR2,13718.222999999998,14300.144,15028.497999999998,13180.725,9662.637,9017.37
ACTR2P1,1.001,0.0,1.003,0.0,0.0,0.0
ACTR2P2,0.0,0.0,0.0,3.113,1.022,1.012
ACTR3,5931.9039999999995,6316.938,6510.782,4404.808,3521.368,3306.58
ACTR3-AS1,31.0,18.002000000000002,36.0,23.0,8.0,13.0
ACTR3B,1612.428,1549.408,1643.8280000000002,1822.959,1483.8529999999998,1491.7359999999999
ACTR3BP1,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3BP2,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3BP3,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3BP4,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3BP5,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3BP6,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3BP7,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3C,177.949,177.727,240.886,108.082,75.128,66.65
ACTR3P2,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3P3,0.0,0.0,1.0,0.0,0.0,0.0
ACTR5,966.264,963.5,1043.266,529.0,468.0,401.0
ACTR6,898.9709999999999,1115.032,1217.0,1314.3580000000002,729.4420000000001,638.995
ACTR6P1,0.0,0.0,0.0,0.0,0.0,0.0
ACTR8,1995.001,2204.763,2282.767,1604.8509999999999,1174.002,1166.9460000000001
ACTRT1,0.0,0.0,0.0,0.0,0.0,0.0
ACTRT1P1,0.0,0.0,0.0,0.0,0.0,0.0
ACTRT2,0.0,0.0,0.0,0.0,0.0,0.0
ACTRT3,86.0,86.0,125.0,28.0,27.0,43.0
ACVR1,1514.4450000000002,1415.079,1632.005,1772.384,1357.36,1323.309
ACVR1B,2037.994,1856.345,2046.001,2204.7909999999997,1645.277,1819.095
ACVR1C,6.0,3.0,13.0,12.0,1.0,6.0
ACVR2A,606.523,617.0,598.771,651.0,517.0,442.0
ACVR2B,2817.69,3159.8179999999998,3314.136,5848.153,4271.312999999999,4348.147999999999
ACVR2B-AS1,56.0,70.0,55.0,88.0,87.0,118.0
ACVRL1,91.0,74.00200000000001,97.0,216.25300000000001,189.0,177.0
ACY1,580.484,513.5,611.299,1024.144,899.1329999999999,1030.951
ACY3,0.0,0.0,0.0,0.0,0.0,0.0
ACYP1,355.85999999999996,382.0,420.999,274.001,218.0,198.355
ACYP2,265.002,265.0,250.98799999999997,255.76500000000001,205.0,193.988
ADA,491.205,473.034,511.055,791.596,680.92,660.585
ADA2,41.829,49.653999999999996,45.048,55.214999999999996,60.001000000000005,52.022000000000006
ADAD1,0.0,0.0,0.0,0.0,0.0,0.0
ADAD1P1,6.537,11.721,8.788,5.178,17.424,1.333
ADAD1P2,0.0,0.0,0.0,0.0,0.0,0.0
ADAD2,0.0,0.0,2.0,0.0,0.0,0.0
ADAL,1048.952,999.031,1091.0,966.999,697.001,642.605
ADAM10,3816.7,3938.629,4189.401,4915.192,3713.08,3374.455
ADAM11,357.0,314.0,342.0,816.116,703.999,691.0160000000001
ADAM12,12217.243,13256.509,14114.334,9923.071,7435.217,7429.240000000001
ADAM15,4294.9619999999995,3749.098,4632.144,6003.039,4871.1050000000005,5366.038
ADAM17,3828.1,3937.606,4293.907,4645.376,3525.135,3232.1200000000003
ADAM18,0.0,0.0,1.0,0.0,0.0,0.0
ADAM19,1079.231,1092.488,1146.107,862.0,681.999,733.004
ADAM1A,0.0,0.0,0.0,0.0,0.0,0.0
ADAM1B,3.0,0.0,0.0,0.0,0.0,0.0
ADAM2,0.0,0.0,0.0,0.0,0.0,0.0
ADAM20,0.0,0.0,0.0,1.0,1.0,0.0
ADAM20P1,4.435,3.2,12.364,7.027,9.746,5.592
ADAM20P2,0.0,0.0,0.0,0.0,0.0,0.0
ADAM20P3,0.0,0.0,0.0,0.0,0.0,0.0
ADAM21,36.0,36.756,18.0,32.114,30.0,25.965
ADAM21P1,0.0,3.244,0.0,0.886,0.0,1.035
ADAM22,13249.216,14471.190999999999,15148.975999999999,28421.452,21101.475000000002,19568.119
ADAM23,1612.028,1701.999,1802.459,1013.0,715.0,844.7429999999999
ADAM24P,0.0,0.0,0.0,0.0,0.0,0.0
ADAM28,0.0,0.0,0.0,0.0,0.0,0.0
ADAM29,7.0,5.0,8.0,9.0,3.0,6.0
ADAM30,0.0,0.0,0.0,0.0,0.0,0.0
ADAM32,7.0,21.739,11.0,18.0,8.0,10.0
ADAM33,0.0,2.0,0.0,1.0,0.0,0.0
ADAM3A,2.01,7.191,2.543,2.005,0.0,0.0
ADAM3B,1.0,1.0,0.0,2.0,0.0,2.0
ADAM5,0.0,0.0,0.0,0.0,0.0,0.0
ADAM6,0.0,0.0,0.0,0.0,0.0,0.0
ADAM7,0.0,0.0,0.0,0.0,0.0,0.0
ADAM7-AS1,2.0,6.0,2.0,5.0,2.0,3.0
ADAM7-AS2,0.0,0.0,0.0,0.0,0.0,1.0
ADAM8,39.0,48.001,57.001,36.0,16.0,24.0
ADAM9,1284.001,1438.3220000000001,1553.54,2001.803,1506.051,1386.917
