gene,gene_upper,panel,source_lists,categories,source_evidence
FGF20,FGF20,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
FGF21,FGF21,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
FGF22,FGF22,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
FGF23,FGF23,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
FGF3,FGF3,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
FGF4,FGF4,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
FGF5,FGF5,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
FGF6,FGF6,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
FGF7,FGF7,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
FGF8,FGF8,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
FGF9,FGF9,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
FGFR1,FGFR1,Tier4_Expanded_Calcium_Associated_732,KEGG_calcium_cAMP,Calcium signaling pathway,KEGG_calcium_cAMP:Calcium signaling pathway
